r,p,st,bids,asks,cbid,cask,trade,price,bprofit,sprofit,bind,sind
46,0,41,"[0.33, 0.36, 0.01, 0.43]","[0.69, 0.81, 0.99, 0.52]",0.43,0.52,False,,,,,
46,0,42,"[0.33, 0.32, 0.01, 0.43]","[0.69, 0.52, 0.99, 0.52]",0.43,0.52,False,,,,,
46,0,43,"[0.33, 0.03, 0.01, 0.43]","[0.69, 0.7, 0.99, 0.52]",0.43,0.52,False,,,,,
46,0,44,"[0.33, 0.09, 0.01, 0.43]","[0.69, 0.7, 0.99, 0.52]",0.43,0.52,False,,,,,
46,0,45,"[0.33, 0.15, 0.01, 0.43]","[0.69, 0.51, 0.99, 0.52]",0.43,0.51,False,,,,,
46,0,46,"[0.33, 0.16, 0.01, 0.43]","[0.69, 0.62, 0.99, 0.52]",0.43,0.51,False,,,,,
46,0,47,"[0.33, 0.33, 0.01, 0.43]","[0.69, 0.58, 0.99, 0.52]",0.43,0.51,False,,,,,
46,0,48,"[0.33, 0.25, 0.51, 0.43]","[0.69, 0.75, 0.43, 0.52]",,,True,0.47,0.05,0.07,B2,S2
46,0,49,"[0.33, 0.54, None, 0.43]","[0.69, 0.93, None, 0.52]",,,True,0.53,0.02,0.01,B1,S3
47,0,0,"[0.0, 0.3, None, 0.98]","[1.0, 0.86, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
47,0,1,"[0.1, 0.42, None, 0.86]","[0.9, 0.65, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
47,0,2,"[0.19, 0.22, None, 0.77]","[0.81, 0.32, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
47,0,3,"[0.29, 0.33, None, 0.71]","[0.71, 0.64, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
47,0,4,"[0.38, 0.06, None, 0.71]","[0.62, 0.95, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
47,0,5,"[0.48, 0.6, None, 0.62]","[0.52, 0.71, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
47,0,6,"[0.57, 0.47, None, 0.61]","[0.43, 0.37, None, 0.52]",,,True,0.49,0.12,0.43,B3,S1
47,0,7,"[0.67, 0.21, None, 0.46]","[0.33, 0.41, None, 0.52]",,,True,0.5,0.45,0.45,B0,S0
47,0,8,"[0.74, 0.64, None, 0.46]","[0.3, 0.78, None, 0.52]",,,True,0.52,0.41,0.4,B0,S0
47,0,9,"[0.72, 0.07, None, 0.46]","[0.27, 0.31, None, 0.52]",,,True,0.49,0.31,0.31,B0,S0
47,0,10,"[0.79, 0.37, None, 0.46]","[0.24, 0.56, None, 0.52]",,,True,0.51,0.27,0.27,B0,S0
47,0,11,"[0.77, 0.03, None, 0.46]","[0.26, 0.44, None, 0.52]",,,True,0.51,0.25,0.25,B0,S0
47,0,12,"[0.61, 0.42, None, 0.46]","[0.34, 0.39, None, 0.52]",,,True,0.47,0.13,0.13,B0,S0
47,0,13,"[0.45, 0.47, None, 0.46]","[0.39, 0.62, None, 0.52]",,,True,0.43,0.22,0.04,B1,S0
47,0,14,"[0.45, 0.22, None, 0.46]","[0.41, 0.64, None, 0.52]",,,True,0.44,0.02,0.02,B3,S0
47,0,15,"[0.45, 0.55, None, 0.43]","[0.45, 0.74, None, 0.52]",,,True,0.5,0.14,0.05,B1,S0
47,0,16,"[0.45, 0.05, None, 0.43]","[0.69, 0.52, None, 0.52]",0.45,0.52,False,,,,,
47,0,17,"[0.45, 0.58, 0.52, 0.43]","[0.69, 0.43, 0.45, 0.52]",,,True,0.5,0.09,0.23,B1,S1
47,0,18,"[0.45, 0.48, None, 0.43]","[0.69, 0.87, None, 0.52]",0.48,0.52,False,,,,,
47,0,19,"[0.45, 0.45, 0.52, 0.43]","[0.69, 0.64, 0.48, 0.52]",,,True,0.5,0.43,0.34,B2,S2
47,0,20,"[0.45, 0.29, None, 0.43]","[0.69, 0.4, None, 0.52]",,,True,0.42,0.03,0.14,B0,S1
47,0,21,"[0.45, 0.34, None, 0.43]","[0.69, 0.52, None, 0.52]",0.45,0.52,False,,,,,
47,0,22,"[0.45, 0.43, 0.52, 0.43]","[0.69, 0.78, 0.45, 0.52]",,,True,0.48,0.43,0.31,B2,S2
47,0,23,"[0.45, 0.53, None, 0.43]","[0.69, 0.57, None, 0.52]",,,True,0.52,0.05,0.0,B1,S3
47,0,24,"[0.45, 0.28, None, 0.43]","[0.69, 0.65, None, 0.52]",0.45,0.52,False,,,,,
47,0,25,"[0.45, 0.17, 0.52, 0.43]","[0.69, 0.68, 0.45, 0.52]",,,True,0.48,0.41,0.26,B2,S2
47,0,26,"[0.45, 0.55, None, 0.43]","[0.69, 0.45, None, 0.52]",,,True,0.5,0.07,0.15,B1,S1
47,0,27,"[0.45, 0.04, None, 0.43]","[0.69, 0.65, None, 0.52]",0.45,0.52,False,,,,,
47,0,28,"[0.45, 0.54, 0.52, 0.43]","[0.69, 0.5, 0.45, 0.52]",,,True,0.49,0.06,0.26,B1,S2
47,0,29,"[0.45, 0.33, None, 0.43]","[0.69, 0.79, None, 0.52]",0.45,0.52,False,,,,,
47,0,30,"[0.45, 0.23, 0.52, 0.43]","[0.69, 0.65, 0.45, 0.52]",,,True,0.48,0.31,0.2,B2,S2
47,0,31,"[0.45, 0.25, None, 0.43]","[0.69, 1.0, None, 0.52]",0.45,0.52,False,,,,,
47,0,32,"[0.45, 0.46, 0.52, 0.43]","[0.69, 0.78, 0.45, 0.52]",,,True,0.48,0.11,0.16,B2,S2
47,0,33,"[0.45, 0.39, None, 0.43]","[0.69, 0.9, None, 0.52]",0.45,0.52,False,,,,,
47,0,34,"[0.45, 0.2, 0.52, 0.43]","[0.69, 0.45, 0.99, 0.52]",,,True,0.49,0.1,0.07,B2,S1
47,0,35,"[0.45, 0.07, None, 0.43]","[0.69, 0.56, None, 0.52]",0.45,0.52,False,,,,,
47,0,36,"[0.45, 0.31, 0.01, 0.43]","[0.69, 0.58, 0.99, 0.52]",0.45,0.52,False,,,,,
47,0,37,"[0.45, 0.01, 0.01, 0.43]","[0.69, 0.51, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,38,"[0.45, 0.4, 0.01, 0.43]","[0.69, 0.55, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,39,"[0.45, 0.3, 0.01, 0.43]","[0.69, 0.56, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,40,"[0.45, 0.03, 0.01, 0.43]","[0.69, 0.74, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,41,"[0.45, 0.29, 0.01, 0.43]","[0.69, 0.54, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,42,"[0.45, 0.18, 0.01, 0.43]","[0.69, 0.69, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,43,"[0.45, 0.18, 0.01, 0.43]","[0.69, 0.72, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,44,"[0.45, 0.1, 0.01, 0.43]","[0.69, 0.86, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,45,"[0.45, 0.39, 0.01, 0.43]","[0.69, 0.8, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,46,"[0.45, 0.45, 0.01, 0.43]","[0.69, 0.86, 0.99, 0.52]",0.45,0.51,False,,,,,
47,0,47,"[0.45, 0.19, 0.01, 0.43]","[0.69, 0.98, 0.45, 0.52]",,,True,0.45,0.01,0.05,B1,S2
47,0,48,"[0.45, 0.27, None, 0.43]","[0.69, 0.45, None, 0.52]",0.45,0.45,False,,,,,
47,0,49,"[0.45, 0.06, 0.45, 0.43]","[0.69, 0.8, 0.45, 0.52]",,,True,0.45,0.07,0.01,B2,S2
48,0,0,"[0.0, 0.09, None, 0.98]","[1.0, 0.42, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
48,0,1,"[0.1, 0.49, None, 0.86]","[0.9, 0.63, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
48,0,2,"[0.19, 0.13, None, 0.77]","[0.81, 0.38, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
48,0,3,"[0.29, 0.31, None, 0.71]","[0.71, 0.54, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
48,0,4,"[0.38, 0.54, None, 0.71]","[0.62, 1.0, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
48,0,5,"[0.48, 0.16, None, 0.62]","[0.52, 0.48, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
48,0,6,"[0.57, 0.07, None, 0.61]","[0.43, 0.46, None, 0.52]",,,True,0.52,0.09,0.47,B3,S0
48,0,7,"[0.67, 0.23, None, 0.46]","[0.38, 0.62, None, 0.52]",,,True,0.53,0.43,0.41,B0,S0
48,0,8,"[0.74, 0.46, None, 0.46]","[0.35, 0.86, None, 0.52]",,,True,0.55,0.38,0.36,B0,S0
48,0,9,"[0.72, 0.21, None, 0.46]","[0.31, 0.95, None, 0.52]",,,True,0.52,0.28,0.28,B0,S0
48,0,10,"[0.79, 0.07, None, 0.46]","[0.26, 0.52, None, 0.52]",,,True,0.52,0.26,0.26,B0,S0
48,0,11,"[0.77, 0.49, None, 0.46]","[0.34, 0.23, None, 0.52]",,,True,0.5,0.27,0.43,B0,S1
48,0,12,"[0.61, 0.45, None, 0.46]","[0.34, 0.69, None, 0.52]",,,True,0.47,0.13,0.13,B0,S0
48,0,13,"[0.45, 0.58, None, 0.46]","[0.39, 0.8, None, 0.52]",,,True,0.48,0.16,0.1,B1,S0
48,0,14,"[0.45, 0.33, None, 0.46]","[0.41, 0.63, None, 0.52]",,,True,0.44,0.02,0.02,B3,S0
48,0,15,"[0.45, 0.08, None, 0.43]","[0.45, 0.67, None, 0.52]",0.45,0.45,False,,,,,
48,0,16,"[0.45, 0.22, 0.45, 0.43]","[0.45, 0.6, 0.45, 0.52]",,,True,0.45,0.48,0.3,B2,S2
48,0,17,"[0.45, 0.13, None, 0.43]","[0.45, 0.8, None, 0.52]",0.45,0.45,False,,,,,
48,0,18,"[0.45, 0.08, 0.45, 0.43]","[0.45, 0.71, 0.45, 0.52]",,,True,0.45,0.46,0.28,B2,S2
48,0,19,"[0.45, 0.11, None, 0.43]","[0.45, 0.97, None, 0.52]",0.45,0.45,False,,,,,
48,0,20,"[0.45, 0.63, 0.45, 0.43]","[0.45, 0.96, 0.45, 0.52]",,,True,0.54,0.1,0.32,B1,S2
48,0,21,"[0.45, 0.4, None, 0.43]","[0.45, 0.37, None, 0.52]",,,True,0.41,0.04,0.13,B0,S1
48,0,22,"[0.45, 0.29, None, 0.43]","[0.45, 0.96, None, 0.52]",0.45,0.45,False,,,,,
48,0,23,"[0.45, 0.54, 0.45, 0.43]","[0.45, 0.52, 0.45, 0.52]",,,True,0.5,0.1,0.27,B1,S2
48,0,24,"[0.45, 0.53, None, 0.43]","[0.45, 0.62, None, 0.52]",,,True,0.49,0.08,0.04,B1,S0
48,0,25,"[0.45, 0.17, None, 0.43]","[0.69, 0.72, None, 0.52]",0.45,0.52,False,,,,,
48,0,26,"[0.45, 0.42, 0.52, 0.43]","[0.69, 0.36, 0.45, 0.52]",,,True,0.44,0.45,0.15,B2,S1
48,0,27,"[0.45, 0.21, None, 0.43]","[0.69, 0.5, None, 0.52]",0.45,0.5,False,,,,,
48,0,28,"[0.45, 0.14, 0.5, 0.43]","[0.69, 0.71, 0.45, 0.52]",,,True,0.48,0.31,0.2,B2,S2
48,0,29,"[0.45, 0.09, None, 0.43]","[0.69, 0.36, None, 0.52]",,,True,0.41,0.04,0.06,B0,S1
48,0,30,"[0.43, 0.05, None, 0.43]","[0.69, 0.47, None, 0.52]",0.43,0.47,False,,,,,
48,0,31,"[0.43, 0.15, 0.47, 0.43]","[0.69, 0.96, 0.43, 0.52]",,,True,0.45,0.14,0.13,B2,S2
48,0,32,"[0.43, 0.41, None, 0.43]","[0.69, 0.62, None, 0.52]",0.43,0.52,False,,,,,
48,0,33,"[0.43, 0.28, 0.52, 0.43]","[0.69, 0.56, 0.99, 0.52]",,,True,0.52,0.07,0.0,B2,S3
48,0,34,"[0.43, 0.29, None, 0.43]","[0.69, 0.93, None, 0.52]",0.43,0.52,False,,,,,
48,0,35,"[0.43, 0.19, 0.01, 0.43]","[0.69, 0.54, 0.99, 0.52]",0.43,0.52,False,,,,,
48,0,36,"[0.43, 0.12, 0.01, 0.43]","[0.69, 0.92, 0.99, 0.52]",0.43,0.52,False,,,,,
48,0,37,"[0.43, 0.53, 0.01, 0.43]","[0.69, 0.85, 0.99, 0.52]",,,True,0.53,0.04,0.01,B1,S3
48,0,38,"[0.43, 0.28, None, 0.43]","[0.69, 0.6, None, 0.54]",0.43,0.54,False,,,,,
48,0,39,"[0.43, 0.52, 0.01, 0.43]","[0.69, 0.74, 0.99, 0.54]",0.52,0.54,False,,,,,
48,0,40,"[0.43, 0.47, 0.01, 0.43]","[0.69, 0.53, 0.52, 0.54]",,,True,0.52,0.03,0.12,B1,S2
48,0,41,"[0.43, 0.12, None, 0.43]","[0.69, 0.93, None, 0.54]",0.43,0.54,False,,,,,
48,0,42,"[0.43, 0.01, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.54]",0.43,0.54,False,,,,,
48,0,43,"[0.43, 0.09, 0.01, 0.43]","[0.69, 0.8, 0.99, 0.54]",0.43,0.54,False,,,,,
48,0,44,"[0.43, 0.39, 0.01, 0.43]","[0.69, 0.92, 0.99, 0.54]",0.43,0.54,False,,,,,
48,0,45,"[0.43, 0.14, 0.01, 0.43]","[0.69, 0.5, 0.99, 0.54]",0.43,0.5,False,,,,,
48,0,46,"[0.43, 0.14, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.54]",0.43,0.5,False,,,,,
48,0,47,"[0.43, 0.25, 0.01, 0.43]","[0.69, 0.67, 0.99, 0.54]",0.43,0.5,False,,,,,
48,0,48,"[0.43, 0.25, 0.5, 0.43]","[0.69, 0.79, 0.43, 0.54]",,,True,0.47,0.05,0.03,B2,S2
48,0,49,"[0.43, 0.22, None, 0.43]","[0.69, 0.51, None, 0.54]",0.43,0.51,False,,,,,
49,0,0,"[0.0, 0.0, None, 0.98]","[1.0, 0.68, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
49,0,1,"[0.1, 0.29, None, 0.86]","[0.9, 0.8, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
49,0,2,"[0.19, 0.49, None, 0.77]","[0.81, 0.76, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
49,0,3,"[0.29, 0.2, None, 0.71]","[0.71, 0.68, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
49,0,4,"[0.38, 0.11, None, 0.71]","[0.62, 0.64, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
49,0,5,"[0.48, 0.08, None, 0.62]","[0.52, 0.64, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
49,0,6,"[0.57, 0.2, None, 0.61]","[0.43, 0.97, None, 0.52]",,,True,0.52,0.09,0.47,B3,S0
49,0,7,"[0.67, 0.21, None, 0.46]","[0.38, 0.47, None, 0.52]",,,True,0.53,0.43,0.41,B0,S0
49,0,8,"[0.74, 0.15, None, 0.46]","[0.35, 0.2, None, 0.52]",,,True,0.47,0.46,0.4,B0,S1
49,0,9,"[0.72, 0.27, None, 0.46]","[0.27, 0.46, None, 0.52]",,,True,0.49,0.31,0.31,B0,S0
49,0,10,"[0.79, 0.58, None, 0.46]","[0.24, 0.49, None, 0.52]",,,True,0.51,0.27,0.27,B0,S0
49,0,11,"[0.77, 0.25, None, 0.46]","[0.26, 0.56, None, 0.52]",,,True,0.51,0.25,0.25,B0,S0
49,0,12,"[0.61, 0.45, None, 0.46]","[0.34, 0.43, None, 0.52]",,,True,0.47,0.13,0.13,B0,S0
49,0,13,"[0.45, 0.55, None, 0.46]","[0.39, 0.45, None, 0.52]",,,True,0.47,0.18,0.08,B1,S0
49,0,14,"[0.45, 0.02, None, 0.46]","[0.41, 0.96, None, 0.52]",,,True,0.44,0.02,0.02,B3,S0
49,0,15,"[0.45, 0.61, None, 0.43]","[0.45, 0.92, None, 0.52]",,,True,0.53,0.11,0.08,B1,S0
49,0,16,"[0.45, 0.39, None, 0.43]","[0.69, 0.72, None, 0.52]",0.45,0.52,False,,,,,
49,0,17,"[0.45, 0.21, 0.52, 0.43]","[0.69, 0.51, 0.45, 0.52]",,,True,0.48,0.44,0.33,B2,S2
49,0,18,"[0.45, 0.09, None, 0.43]","[0.69, 0.67, None, 0.52]",0.45,0.52,False,,,,,
49,0,19,"[0.45, 0.58, 0.52, 0.43]","[0.69, 0.51, 0.45, 0.52]",,,True,0.51,0.08,0.34,B1,S2
49,0,20,"[0.45, 0.18, None, 0.43]","[0.69, 0.88, None, 0.52]",0.45,0.52,False,,,,,
49,0,21,"[0.45, 0.49, 0.52, 0.43]","[0.69, 0.71, 0.45, 0.52]",,,True,0.48,0.43,0.26,B2,S2
49,0,22,"[0.45, 0.32, None, 0.43]","[0.69, 0.89, None, 0.52]",0.45,0.52,False,,,,,
49,0,23,"[0.45, 0.09, 0.52, 0.43]","[0.69, 0.54, 0.45, 0.52]",,,True,0.48,0.41,0.26,B2,S2
49,0,24,"[0.45, 0.21, None, 0.43]","[0.69, 0.9, None, 0.52]",0.45,0.52,False,,,,,
49,0,25,"[0.45, 0.25, 0.52, 0.43]","[0.69, 0.54, 0.45, 0.52]",,,True,0.48,0.31,0.2,B2,S2
49,0,26,"[0.45, 0.46, None, 0.43]","[0.69, 0.38, None, 0.52]",,,True,0.42,0.15,0.14,B1,S1
49,0,27,"[0.45, 0.2, None, 0.43]","[0.69, 0.74, None, 0.52]",0.45,0.52,False,,,,,
49,0,28,"[0.45, 0.09, 0.52, 0.43]","[0.69, 0.39, 0.45, 0.52]",,,True,0.45,0.14,0.17,B2,S1
49,0,29,"[0.45, 0.41, None, 0.43]","[0.69, 0.38, None, 0.52]",,,True,0.42,0.03,0.07,B0,S1
49,0,30,"[0.45, 0.06, None, 0.43]","[0.69, 0.43, None, 0.52]",,,True,0.44,0.01,0.02,B0,S1
49,0,31,"[0.43, 0.28, None, 0.43]","[0.69, 0.96, None, 0.52]",0.43,0.52,False,,,,,
49,0,32,"[0.43, 0.25, 0.52, 0.43]","[0.69, 1.0, 0.43, 0.52]",,,True,0.48,0.11,0.15,B2,S2
49,0,33,"[0.43, 0.09, None, 0.43]","[0.69, 0.96, None, 0.52]",0.43,0.52,False,,,,,
49,0,34,"[0.43, 0.2, 0.01, 0.43]","[0.69, 0.97, 0.99, 0.52]",0.43,0.52,False,,,,,
49,0,35,"[0.43, 0.31, 0.01, 0.43]","[0.69, 0.71, 0.99, 0.52]",0.43,0.52,False,,,,,
49,0,36,"[0.43, 0.48, 0.01, 0.43]","[0.69, 0.68, 0.99, 0.52]",0.48,0.52,False,,,,,
49,0,37,"[0.43, 0.45, 0.01, 0.43]","[0.69, 0.52, 0.48, 0.52]",,,True,0.48,0.09,0.08,B1,S2
49,0,38,"[0.43, 0.37, None, 0.43]","[0.69, 0.86, None, 0.52]",0.43,0.52,False,,,,,
49,0,39,"[0.43, 0.46, 0.01, 0.43]","[0.69, 0.81, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,40,"[0.43, 0.1, 0.01, 0.43]","[0.69, 0.57, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,41,"[0.43, 0.26, 0.01, 0.43]","[0.69, 0.83, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,42,"[0.43, 0.23, 0.01, 0.43]","[0.69, 0.78, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,43,"[0.43, 0.28, 0.01, 0.43]","[0.69, 0.96, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,44,"[0.43, 0.14, 0.01, 0.43]","[0.69, 0.53, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,45,"[0.43, 0.03, 0.01, 0.43]","[0.69, 0.78, 0.99, 0.52]",0.46,0.52,False,,,,,
49,0,46,"[0.43, 0.41, 0.01, 0.43]","[0.69, 0.45, 0.99, 0.52]",,,True,0.46,0.1,0.03,B1,S1
49,0,47,"[0.43, 0.2, None, 0.43]","[0.69, 0.61, None, 0.52]",0.43,0.52,False,,,,,
49,0,48,"[0.43, 0.08, 0.52, 0.43]","[0.69, 0.8, 0.43, 0.52]",,,True,0.48,0.05,0.04,B2,S2
49,0,49,"[0.43, 0.17, None, 0.43]","[0.69, 0.46, None, 0.52]",0.43,0.46,False,,,,,
50,0,0,"[0.0, 0.56, None, 0.98]","[1.0, 0.38, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
50,0,1,"[0.1, 0.1, None, 0.86]","[0.9, 0.23, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
50,0,2,"[0.19, 0.45, None, 0.77]","[0.81, 0.43, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
50,0,3,"[0.29, 0.37, None, 0.71]","[0.71, 0.93, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
50,0,4,"[0.38, 0.63, None, 0.71]","[0.62, 0.69, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
50,0,5,"[0.48, 0.03, None, 0.62]","[0.52, 0.66, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
50,0,6,"[0.57, 0.37, None, 0.61]","[0.43, 0.19, None, 0.52]",,,True,0.4,0.21,0.34,B3,S1
50,0,7,"[0.67, 0.06, None, 0.46]","[0.33, 0.3, None, 0.52]",,,True,0.49,0.47,0.21,B0,S1
50,0,8,"[0.74, 0.6, None, 0.46]","[0.24, 0.62, None, 0.52]",,,True,0.49,0.44,0.44,B0,S0
50,0,9,"[0.72, 0.18, None, 0.46]","[0.21, 0.98, None, 0.52]",,,True,0.46,0.34,0.34,B0,S0
50,0,10,"[0.79, 0.17, None, 0.46]","[0.19, 0.84, None, 0.52]",,,True,0.49,0.3,0.3,B0,S0
50,0,11,"[0.77, 0.44, None, 0.46]","[0.24, 0.31, None, 0.52]",,,True,0.5,0.26,0.26,B0,S0
50,0,12,"[0.61, 0.17, None, 0.46]","[0.26, 0.76, None, 0.52]",,,True,0.43,0.17,0.17,B0,S0
50,0,13,"[0.45, 0.12, None, 0.46]","[0.34, 0.34, None, 0.52]",,,True,0.4,0.06,0.11,B3,S1
50,0,14,"[0.45, 0.21, None, 0.43]","[0.34, 0.52, None, 0.52]",,,True,0.39,0.06,0.06,B0,S0
50,0,15,"[0.45, 0.17, None, 0.43]","[0.39, 0.84, None, 0.52]",,,True,0.42,0.03,0.03,B0,S0
50,0,16,"[0.43, 0.2, None, 0.43]","[0.41, 0.74, None, 0.52]",,,True,0.42,0.01,0.01,B0,S0
50,0,17,"[0.33, 0.57, None, 0.43]","[0.45, 0.61, None, 0.52]",,,True,0.51,0.14,0.06,B1,S0
50,0,18,"[0.33, 0.59, None, 0.43]","[0.69, 0.97, None, 0.52]",,,True,0.55,0.08,0.04,B1,S3
50,0,19,"[0.33, 0.31, None, 0.43]","[0.69, 0.56, None, 0.52]",0.43,0.52,False,,,,,
50,0,20,"[0.33, 0.44, 0.52, 0.43]","[0.69, 0.68, 0.43, 0.52]",,,True,0.47,0.45,0.32,B2,S2
50,0,21,"[0.33, 0.49, None, 0.43]","[0.69, 0.87, None, 0.52]",0.49,0.52,False,,,,,
50,0,22,"[0.33, 0.32, 0.52, 0.43]","[0.69, 0.8, 0.49, 0.52]",,,True,0.5,0.41,0.33,B2,S2
50,0,23,"[0.33, 0.18, None, 0.43]","[0.69, 0.61, None, 0.52]",0.43,0.52,False,,,,,
50,0,24,"[0.33, 0.45, 0.52, 0.43]","[0.69, 0.44, 0.43, 0.52]",,,True,0.47,0.42,0.25,B2,S2
50,0,25,"[0.33, 0.48, None, 0.43]","[0.69, 0.58, None, 0.52]",0.48,0.52,False,,,,,
50,0,26,"[0.33, 0.54, 0.52, 0.43]","[0.69, 0.46, 0.48, 0.52]",,,True,0.5,0.09,0.15,B1,S1
50,0,27,"[0.33, 0.54, None, 0.43]","[0.69, 0.52, None, 0.52]",,,True,0.53,0.04,0.12,B1,S1
50,0,28,"[0.33, 0.53, None, 0.43]","[0.69, 0.71, None, 0.52]",,,True,0.53,0.04,0.01,B1,S3
50,0,29,"[0.33, 0.47, None, 0.43]","[0.69, 0.49, None, 0.54]",,,True,0.48,0.07,0.05,B1,S1
50,0,30,"[0.33, 0.43, None, 0.43]","[0.69, 1.0, None, 0.54]",0.43,0.54,False,,,,,
50,0,31,"[0.33, 0.14, 0.54, 0.43]","[0.69, 0.69, 0.43, 0.54]",,,True,0.49,0.3,0.26,B2,S2
50,0,32,"[0.33, 0.27, None, 0.43]","[0.69, 0.61, None, 0.54]",0.43,0.54,False,,,,,
50,0,33,"[0.33, 0.44, 0.54, 0.43]","[0.69, 0.78, 0.43, 0.54]",,,True,0.49,0.11,0.21,B2,S2
50,0,34,"[0.33, 0.41, None, 0.43]","[0.69, 0.96, None, 0.54]",0.43,0.54,False,,,,,
50,0,35,"[0.33, 0.42, 0.01, 0.43]","[0.69, 0.5, 0.43, 0.54]",,,True,0.43,0.0,0.11,B3,S2
50,0,36,"[0.33, 0.41, None, 0.32]","[0.69, 0.58, None, 0.54]",0.41,0.54,False,,,,,
50,0,37,"[0.33, 0.4, 0.01, 0.32]","[0.69, 0.58, 0.99, 0.54]",0.41,0.54,False,,,,,
50,0,38,"[0.33, 0.18, 0.01, 0.32]","[0.69, 1.0, 0.99, 0.54]",0.41,0.54,False,,,,,
50,0,39,"[0.33, 0.07, 0.01, 0.32]","[0.69, 0.48, 0.99, 0.54]",0.41,0.48,False,,,,,
50,0,40,"[0.33, 0.02, 0.48, 0.32]","[0.69, 0.64, 0.99, 0.54]",,,True,0.48,0.11,0.03,B2,S1
50,0,41,"[0.33, 0.38, None, 0.32]","[0.69, 0.61, None, 0.54]",0.38,0.54,False,,,,,
50,0,42,"[0.33, 0.25, 0.01, 0.32]","[0.69, 0.9, 0.99, 0.54]",0.38,0.54,False,,,,,
50,0,43,"[0.33, 0.29, 0.01, 0.32]","[0.69, 0.6, 0.99, 0.54]",0.38,0.54,False,,,,,
50,0,44,"[0.33, 0.24, 0.01, 0.32]","[0.69, 0.65, 0.99, 0.54]",0.38,0.54,False,,,,,
50,0,45,"[0.33, 0.4, 0.01, 0.32]","[0.69, 0.6, 0.99, 0.54]",0.4,0.54,False,,,,,
50,0,46,"[0.33, 0.05, 0.01, 0.32]","[0.69, 0.9, 0.99, 0.54]",0.4,0.54,False,,,,,
50,0,47,"[0.33, 0.42, 0.01, 0.32]","[0.69, 0.7, 0.99, 0.54]",0.42,0.54,False,,,,,
50,0,48,"[0.33, 0.43, 0.54, 0.32]","[0.69, 0.86, 0.42, 0.54]",,,True,0.48,0.04,0.08,B2,S2
50,0,49,"[0.33, 0.37, None, 0.32]","[0.69, 0.66, None, 0.54]",0.37,0.54,False,,,,,
51,0,0,"[0.0, 0.62, None, 0.98]","[1.0, 0.24, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
51,0,1,"[0.1, 0.62, None, 0.86]","[0.9, 0.69, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
51,0,2,"[0.19, 0.51, None, 0.77]","[0.81, 0.88, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
51,0,3,"[0.29, 0.23, None, 0.71]","[0.71, 0.83, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
51,0,4,"[0.38, 0.17, None, 0.71]","[0.62, 0.86, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
51,0,5,"[0.48, 0.16, None, 0.62]","[0.52, 0.4, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
51,0,6,"[0.57, 0.51, None, 0.61]","[0.43, 0.43, None, 0.52]",,,True,0.52,0.09,0.47,B3,S0
