r,p,st,bids,asks,cbid,cask,trade,price,bprofit,sprofit,bind,sind
18,0,25,"[0.45, 0.08, None, 0.43]","[0.69, 0.74, None, 0.52]",0.45,0.52,False,,,,,
18,0,26,"[0.45, 0.45, 0.52, 0.43]","[0.69, 0.65, 0.45, 0.52]",,,True,0.48,0.43,0.26,B2,S2
18,0,27,"[0.45, 0.35, None, 0.43]","[0.69, 0.9, None, 0.52]",0.45,0.52,False,,,,,
18,0,28,"[0.45, 0.12, 0.52, 0.43]","[0.69, 0.45, 0.45, 0.52]",,,True,0.48,0.41,0.26,B2,S2
18,0,29,"[0.45, 0.38, None, 0.43]","[0.69, 0.89, None, 0.52]",0.45,0.52,False,,,,,
18,0,30,"[0.45, 0.41, 0.52, 0.43]","[0.69, 0.53, 0.45, 0.52]",,,True,0.48,0.3,0.2,B2,S2
18,0,31,"[0.45, 0.39, None, 0.43]","[0.69, 0.8, None, 0.52]",0.45,0.52,False,,,,,
18,0,32,"[0.45, 0.19, 0.52, 0.43]","[0.69, 0.77, 0.45, 0.52]",,,True,0.48,0.11,0.16,B2,S2
18,0,33,"[0.45, 0.28, None, 0.43]","[0.69, 0.43, None, 0.52]",,,True,0.44,0.01,0.09,B0,S1
18,0,34,"[0.45, 0.1, None, 0.43]","[0.69, 0.74, None, 0.52]",0.45,0.52,False,,,,,
18,0,35,"[0.45, 0.32, 0.52, 0.43]","[0.69, 0.64, 0.99, 0.52]",,,True,0.52,0.06,0.0,B2,S3
18,0,36,"[0.45, 0.08, None, 0.43]","[0.69, 0.81, None, 0.54]",0.45,0.54,False,,,,,
18,0,37,"[0.45, 0.03, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.54]",0.45,0.54,False,,,,,
18,0,38,"[0.45, 0.04, 0.01, 0.43]","[0.69, 0.87, 0.99, 0.54]",0.45,0.54,False,,,,,
18,0,39,"[0.45, 0.36, 0.01, 0.43]","[0.69, 0.42, 0.99, 0.54]",,,True,0.43,0.02,0.02,B0,S1
18,0,40,"[0.43, 0.38, None, 0.43]","[0.69, 0.94, None, 0.54]",0.43,0.54,False,,,,,
18,0,41,"[0.43, 0.18, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.54]",0.43,0.54,False,,,,,
18,0,42,"[0.43, 0.4, 0.01, 0.43]","[0.69, 0.61, 0.99, 0.54]",0.43,0.54,False,,,,,
18,0,43,"[0.43, 0.27, 0.01, 0.43]","[0.69, 0.89, 0.99, 0.54]",0.43,0.54,False,,,,,
18,0,44,"[0.43, 0.05, 0.01, 0.43]","[0.69, 0.68, 0.99, 0.54]",0.43,0.54,False,,,,,
18,0,45,"[0.43, 0.35, 0.01, 0.43]","[0.69, 0.93, 0.99, 0.54]",0.43,0.54,False,,,,,
18,0,46,"[0.43, 0.07, 0.01, 0.43]","[0.69, 0.45, 0.99, 0.54]",0.43,0.45,False,,,,,
18,0,47,"[0.43, 0.42, 0.45, 0.43]","[0.69, 0.52, 0.99, 0.54]",,,True,0.45,0.08,0.02,B2,S1
18,0,48,"[0.43, 0.1, None, 0.43]","[0.69, 0.5, None, 0.54]",0.43,0.5,False,,,,,
18,0,49,"[0.43, 0.43, 0.5, 0.43]","[0.69, 0.54, 0.43, 0.54]",0.5,0.43,False,,,,,
19,0,0,"[0.0, 0.55, None, 0.98]","[1.0, 0.66, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
19,0,1,"[0.1, 0.36, None, 0.86]","[0.9, 0.23, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
19,0,2,"[0.19, 0.3, None, 0.77]","[0.81, 0.1, None, 0.25]",,,True,0.43,0.34,0.37,B3,S1
19,0,3,"[0.29, 0.06, None, 0.71]","[0.71, 0.57, None, 0.25]",,,True,0.48,0.23,0.23,B3,S3
19,0,4,"[0.38, 0.63, None, 0.71]","[0.62, 0.69, None, 0.28]",,,True,0.5,0.21,0.21,B3,S3
19,0,5,"[0.48, 0.62, None, 0.62]","[0.52, 0.86, None, 0.3]",,,True,0.46,0.19,0.16,B1,S3
19,0,6,"[0.57, 0.53, None, 0.62]","[0.43, 0.89, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
19,0,7,"[0.67, 0.26, None, 0.61]","[0.33, 1.0, None, 0.52]",,,True,0.5,0.45,0.45,B0,S0
19,0,8,"[0.74, 0.38, None, 0.61]","[0.3, 0.29, None, 0.52]",,,True,0.51,0.41,0.24,B0,S1
19,0,9,"[0.72, 0.45, None, 0.61]","[0.21, 0.37, None, 0.52]",,,True,0.46,0.34,0.34,B0,S0
19,0,10,"[0.79, 0.01, None, 0.61]","[0.19, 0.83, None, 0.52]",,,True,0.49,0.3,0.3,B0,S0
19,0,11,"[0.77, 0.5, None, 0.61]","[0.24, 0.57, None, 0.52]",,,True,0.5,0.26,0.26,B0,S0
19,0,12,"[0.61, 0.09, None, 0.61]","[0.26, 0.59, None, 0.52]",,,True,0.44,0.18,0.18,B3,S0
19,0,13,"[0.61, 0.02, None, 0.46]","[0.34, 0.32, None, 0.52]",,,True,0.46,0.15,0.18,B0,S1
19,0,14,"[0.45, 0.57, None, 0.46]","[0.34, 0.87, None, 0.52]",,,True,0.46,0.18,0.12,B1,S0
19,0,15,"[0.45, 0.46, None, 0.46]","[0.39, 0.86, None, 0.52]",,,True,0.43,0.17,0.04,B1,S0
19,0,16,"[0.45, 0.32, None, 0.46]","[0.41, 0.56, None, 0.52]",,,True,0.44,0.02,0.02,B3,S0
19,0,17,"[0.45, 0.27, None, 0.43]","[0.45, 0.96, None, 0.52]",0.45,0.45,False,,,,,
19,0,18,"[0.45, 0.42, 0.45, 0.43]","[0.45, 0.38, 0.45, 0.52]",,,True,0.42,0.51,0.07,B2,S1
19,0,19,"[0.45, 0.1, None, 0.43]","[0.45, 0.49, None, 0.52]",0.45,0.45,False,,,,,
19,0,20,"[0.45, 0.45, 0.45, 0.43]","[0.45, 0.5, 0.45, 0.52]",,,True,0.45,0.12,0.3,B1,S2
19,0,21,"[0.45, 0.18, None, 0.43]","[0.45, 0.86, None, 0.52]",0.45,0.45,False,,,,,
19,0,22,"[0.45, 0.26, 0.45, 0.43]","[0.45, 0.55, 0.45, 0.52]",,,True,0.45,0.46,0.28,B2,S2
19,0,23,"[0.45, 0.06, None, 0.43]","[0.45, 0.47, None, 0.52]",0.45,0.45,False,,,,,
19,0,24,"[0.45, 0.42, 0.45, 0.43]","[0.45, 0.82, 0.45, 0.52]",,,True,0.45,0.44,0.23,B2,S2
19,0,25,"[0.45, 0.46, None, 0.43]","[0.45, 0.99, None, 0.52]",,,True,0.45,0.11,0.0,B1,S0
19,0,26,"[0.45, 0.4, None, 0.43]","[0.69, 0.55, None, 0.52]",0.45,0.52,False,,,,,
19,0,27,"[0.45, 0.36, 0.52, 0.43]","[0.69, 0.52, 0.45, 0.52]",,,True,0.48,0.31,0.26,B2,S2
19,0,28,"[0.45, 0.4, None, 0.43]","[0.69, 0.6, None, 0.52]",0.45,0.52,False,,,,,
19,0,29,"[0.45, 0.29, 0.52, 0.43]","[0.69, 0.98, 0.45, 0.52]",,,True,0.48,0.11,0.2,B2,S2
19,0,30,"[0.45, 0.29, None, 0.43]","[0.69, 0.56, None, 0.52]",0.45,0.52,False,,,,,
19,0,31,"[0.45, 0.2, 0.52, 0.43]","[0.69, 0.86, 0.45, 0.52]",,,True,0.48,0.1,0.16,B2,S2
19,0,32,"[0.45, 0.25, None, 0.43]","[0.69, 0.93, None, 0.52]",0.45,0.52,False,,,,,
19,0,33,"[0.45, 0.44, 0.01, 0.43]","[0.69, 0.86, 0.99, 0.52]",0.45,0.52,False,,,,,
19,0,34,"[0.45, 0.0, 0.01, 0.43]","[0.69, 0.82, 0.99, 0.52]",0.45,0.52,False,,,,,
19,0,35,"[0.45, 0.24, 0.01, 0.43]","[0.69, 0.91, 0.99, 0.52]",0.45,0.52,False,,,,,
19,0,36,"[0.45, 0.27, 0.01, 0.43]","[0.69, 0.92, 0.99, 0.52]",0.45,0.52,False,,,,,
19,0,37,"[0.45, 0.47, 0.01, 0.43]","[0.69, 0.7, 0.99, 0.52]",0.47,0.52,False,,,,,
19,0,38,"[0.45, 0.33, 0.01, 0.43]","[0.69, 0.56, 0.47, 0.52]",,,True,0.47,0.08,0.07,B1,S2
19,0,39,"[0.45, 0.33, None, 0.43]","[0.69, 0.97, None, 0.52]",0.45,0.52,False,,,,,
19,0,40,"[0.45, 0.29, 0.01, 0.43]","[0.69, 0.61, 0.99, 0.52]",0.45,0.52,False,,,,,
19,0,41,"[0.45, 0.38, 0.01, 0.43]","[0.69, 0.44, 0.99, 0.52]",,,True,0.44,0.01,0.03,B0,S1
19,0,42,"[0.45, 0.26, None, 0.43]","[0.69, 0.5, None, 0.52]",0.45,0.5,False,,,,,
19,0,43,"[0.45, 0.42, 0.01, 0.43]","[0.69, 0.56, 0.99, 0.52]",0.45,0.5,False,,,,,
19,0,44,"[0.45, 0.03, 0.01, 0.43]","[0.69, 0.7, 0.99, 0.52]",0.45,0.5,False,,,,,
19,0,45,"[0.45, 0.31, 0.01, 0.43]","[0.69, 0.84, 0.99, 0.52]",0.45,0.5,False,,,,,
19,0,46,"[0.45, 0.3, 0.01, 0.43]","[0.69, 0.89, 0.99, 0.52]",0.45,0.5,False,,,,,
19,0,47,"[0.45, 0.25, 0.01, 0.43]","[0.69, 0.63, 0.99, 0.52]",0.45,0.5,False,,,,,
19,0,48,"[0.45, 0.3, 0.5, 0.43]","[0.69, 0.65, 0.45, 0.52]",,,True,0.48,0.05,0.04,B2,S2
19,0,49,"[0.45, 0.01, None, 0.43]","[0.69, 0.88, None, 0.52]",0.45,0.52,False,,,,,
20,0,0,"[0.0, 0.32, None, 0.98]","[1.0, 0.93, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
20,0,1,"[0.1, 0.59, None, 0.86]","[0.9, 0.95, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
20,0,2,"[0.19, 0.54, None, 0.77]","[0.81, 0.68, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
20,0,3,"[0.29, 0.42, None, 0.71]","[0.71, 0.37, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
20,0,4,"[0.38, 0.33, None, 0.71]","[0.62, 0.86, None, 0.3]",,,True,0.51,0.21,0.21,B3,S3
20,0,5,"[0.48, 0.24, None, 0.62]","[0.52, 0.79, None, 0.37]",,,True,0.5,0.13,0.13,B3,S3
20,0,6,"[0.57, 0.07, None, 0.61]","[0.43, 0.08, None, 0.52]",,,True,0.34,0.27,0.28,B3,S1
20,0,7,"[0.67, 0.35, None, 0.46]","[0.33, 0.43, None, 0.52]",,,True,0.5,0.45,0.45,B0,S0
20,0,8,"[0.74, 0.31, None, 0.46]","[0.3, 0.37, None, 0.52]",,,True,0.52,0.41,0.4,B0,S0
20,0,9,"[0.72, 0.3, None, 0.46]","[0.27, 0.75, None, 0.52]",,,True,0.49,0.31,0.31,B0,S0
20,0,10,"[0.79, 0.6, None, 0.46]","[0.24, 0.72, None, 0.52]",,,True,0.51,0.27,0.27,B0,S0
20,0,11,"[0.77, 0.4, None, 0.46]","[0.26, 0.69, None, 0.52]",,,True,0.51,0.25,0.25,B0,S0
20,0,12,"[0.61, 0.51, None, 0.46]","[0.34, 0.31, None, 0.52]",,,True,0.46,0.15,0.18,B0,S1
20,0,13,"[0.45, 0.32, None, 0.46]","[0.34, 0.48, None, 0.52]",,,True,0.4,0.06,0.06,B3,S0
20,0,14,"[0.45, 0.16, None, 0.43]","[0.39, 0.8, None, 0.52]",,,True,0.42,0.03,0.03,B0,S0
20,0,15,"[0.45, 0.37, None, 0.43]","[0.41, 0.46, None, 0.52]",,,True,0.43,0.02,0.02,B0,S0
20,0,16,"[0.43, 0.06, None, 0.43]","[0.45, 0.94, None, 0.52]",0.43,0.45,False,,,,,
20,0,17,"[0.43, 0.06, 0.45, 0.43]","[0.45, 0.85, 0.43, 0.52]",,,True,0.44,0.49,0.29,B2,S2
20,0,18,"[0.43, 0.62, None, 0.43]","[0.45, 0.46, None, 0.52]",,,True,0.53,0.11,0.08,B1,S0
20,0,19,"[0.43, 0.01, None, 0.43]","[0.69, 0.77, None, 0.52]",0.43,0.52,False,,,,,
20,0,20,"[0.43, 0.09, 0.52, 0.43]","[0.69, 0.57, 0.43, 0.52]",,,True,0.48,0.44,0.3,B2,S2
20,0,21,"[0.43, 0.27, None, 0.43]","[0.69, 0.55, None, 0.52]",0.43,0.52,False,,,,,
20,0,22,"[0.43, 0.44, 0.52, 0.43]","[0.69, 0.88, 0.43, 0.52]",,,True,0.48,0.42,0.25,B2,S2
20,0,23,"[0.43, 0.47, None, 0.43]","[0.69, 0.64, None, 0.52]",0.47,0.52,False,,,,,
20,0,24,"[0.43, 0.18, 0.52, 0.43]","[0.69, 0.8, 0.47, 0.52]",,,True,0.49,0.3,0.26,B2,S2
20,0,25,"[0.43, 0.11, None, 0.43]","[0.69, 0.67, None, 0.52]",0.43,0.52,False,,,,,
20,0,26,"[0.43, 0.06, 0.52, 0.43]","[0.69, 0.56, 0.43, 0.52]",,,True,0.48,0.12,0.2,B2,S2
20,0,27,"[0.43, 0.48, None, 0.43]","[0.69, 0.29, None, 0.52]",,,True,0.39,0.25,0.1,B1,S1
20,0,28,"[0.43, 0.19, None, 0.43]","[0.69, 0.38, None, 0.52]",,,True,0.41,0.03,0.06,B0,S1
20,0,29,"[0.33, 0.33, None, 0.43]","[0.69, 0.76, None, 0.52]",0.43,0.52,False,,,,,
20,0,30,"[0.33, 0.56, 0.52, 0.43]","[0.69, 0.6, 0.43, 0.52]",,,True,0.49,0.1,0.17,B1,S2
20,0,31,"[0.33, 0.31, None, 0.43]","[0.69, 0.46, None, 0.52]",0.43,0.46,False,,,,,
20,0,32,"[0.33, 0.11, 0.46, 0.43]","[0.69, 0.58, 0.99, 0.52]",,,True,0.46,0.13,0.04,B2,S1
20,0,33,"[0.33, 0.43, None, 0.43]","[0.69, 0.54, None, 0.52]",0.43,0.52,False,,,,,
20,0,34,"[0.33, 0.41, 0.01, 0.43]","[0.69, 0.88, 0.99, 0.52]",0.43,0.52,False,,,,,
20,0,35,"[0.33, 0.05, 0.01, 0.43]","[0.69, 0.68, 0.99, 0.52]",0.43,0.52,False,,,,,
20,0,36,"[0.33, 0.31, 0.01, 0.43]","[0.69, 0.96, 0.99, 0.52]",0.43,0.52,False,,,,,
20,0,37,"[0.33, 0.34, 0.01, 0.43]","[0.69, 0.85, 0.99, 0.52]",0.43,0.52,False,,,,,
20,0,38,"[0.33, 0.14, 0.01, 0.43]","[0.69, 0.76, 0.99, 0.52]",0.43,0.52,False,,,,,
20,0,39,"[0.33, 0.51, 0.01, 0.43]","[0.69, 0.59, 0.99, 0.52]",0.51,0.52,False,,,,,
20,0,40,"[0.33, 0.03, 0.01, 0.43]","[0.69, 0.93, 0.51, 0.52]",,,True,0.51,0.06,0.11,B1,S2
20,0,41,"[0.33, 0.34, None, 0.43]","[0.69, 0.51, None, 0.52]",0.43,0.51,False,,,,,
20,0,42,"[0.33, 0.45, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.52]",,,True,0.48,0.09,0.05,B1,S1
20,0,43,"[0.33, 0.29, None, 0.43]","[0.69, 0.45, None, 0.52]",0.43,0.45,False,,,,,
20,0,44,"[0.33, 0.36, 0.45, 0.43]","[0.69, 0.72, 0.99, 0.52]",,,True,0.45,0.07,0.0,B2,S1
20,0,45,"[0.33, 0.35, None, 0.43]","[0.69, 0.65, None, 0.52]",0.43,0.52,False,,,,,
20,0,46,"[0.33, 0.54, 0.01, 0.43]","[0.69, 0.7, 0.99, 0.52]",,,True,0.53,0.02,0.01,B1,S3
20,0,47,"[0.33, 0.16, None, 0.43]","[0.69, 0.86, None, 0.52]",0.43,0.52,False,,,,,
20,0,48,"[0.33, 0.08, 0.52, 0.43]","[0.69, 0.93, 0.43, 0.52]",0.52,0.43,False,,,,,
20,0,49,"[0.33, 0.13, 0.43, 0.43]","[0.69, 0.94, 0.52, 0.52]",0.52,0.43,False,,,,,
21,0,0,"[0.0, 0.44, None, 0.98]","[1.0, 0.22, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
21,0,1,"[0.1, 0.35, None, 0.86]","[0.9, 0.85, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
21,0,2,"[0.19, 0.23, None, 0.77]","[0.81, 0.14, None, 0.25]",,,True,0.46,0.31,0.39,B3,S1
21,0,3,"[0.29, 0.46, None, 0.71]","[0.71, 0.46, None, 0.25]",,,True,0.48,0.23,0.23,B3,S3
21,0,4,"[0.38, 0.43, None, 0.71]","[0.62, 0.29, None, 0.28]",,,True,0.5,0.21,0.21,B3,S3
21,0,5,"[0.48, 0.32, None, 0.62]","[0.52, 1.0, None, 0.3]",,,True,0.46,0.16,0.16,B3,S3
21,0,6,"[0.57, 0.6, None, 0.61]","[0.43, 0.59, None, 0.37]",,,True,0.49,0.12,0.12,B3,S3
21,0,7,"[0.67, 0.61, None, 0.46]","[0.33, 0.93, None, 0.52]",,,True,0.5,0.45,0.45,B0,S0
21,0,8,"[0.74, 0.25, None, 0.46]","[0.3, 0.96, None, 0.52]",,,True,0.52,0.41,0.4,B0,S0
21,0,9,"[0.72, 0.14, None, 0.46]","[0.27, 0.76, None, 0.52]",,,True,0.49,0.31,0.31,B0,S0
21,0,10,"[0.79, 0.19, None, 0.46]","[0.24, 0.59, None, 0.52]",,,True,0.51,0.27,0.27,B0,S0
21,0,11,"[0.77, 0.0, None, 0.46]","[0.26, 0.83, None, 0.52]",,,True,0.51,0.25,0.25,B0,S0
21,0,12,"[0.61, 0.39, None, 0.46]","[0.34, 0.38, None, 0.52]",,,True,0.47,0.13,0.13,B0,S0
21,0,13,"[0.45, 0.58, None, 0.46]","[0.39, 0.89, None, 0.52]",,,True,0.49,0.16,0.1,B1,S0
21,0,14,"[0.45, 0.1, None, 0.46]","[0.41, 0.47, None, 0.52]",,,True,0.44,0.02,0.02,B3,S0
21,0,15,"[0.45, 0.38, None, 0.43]","[0.45, 0.96, None, 0.52]",0.45,0.45,False,,,,,
21,0,16,"[0.45, 0.52, 0.45, 0.43]","[0.45, 0.83, 0.45, 0.52]",,,True,0.48,0.16,0.33,B1,S2
21,0,17,"[0.45, 0.1, None, 0.43]","[0.45, 0.6, None, 0.52]",0.45,0.45,False,,,,,
21,0,18,"[0.45, 0.21, 0.45, 0.43]","[0.45, 0.82, 0.45, 0.52]",,,True,0.45,0.48,0.28,B2,S2
21,0,19,"[0.45, 0.57, None, 0.43]","[0.45, 0.92, None, 0.52]",,,True,0.51,0.08,0.06,B1,S0
21,0,20,"[0.45, 0.34, None, 0.43]","[0.69, 0.76, None, 0.52]",0.45,0.52,False,,,,,
21,0,21,"[0.45, 0.47, 0.52, 0.43]","[0.69, 0.51, 0.45, 0.52]",,,True,0.48,0.43,0.26,B2,S2
21,0,22,"[0.45, 0.54, None, 0.43]","[0.69, 0.61, None, 0.52]",,,True,0.53,0.04,0.01,B1,S3
21,0,23,"[0.45, 0.16, None, 0.43]","[0.69, 0.37, None, 0.52]",,,True,0.41,0.04,0.13,B0,S1
21,0,24,"[0.45, 0.05, None, 0.43]","[0.69, 0.57, None, 0.52]",0.45,0.52,False,,,,,
21,0,25,"[0.45, 0.2, 0.52, 0.43]","[0.69, 0.41, 0.45, 0.52]",,,True,0.46,0.43,0.18,B2,S1
21,0,26,"[0.45, 0.55, None, 0.43]","[0.69, 0.97, None, 0.52]",,,True,0.53,0.03,0.02,B1,S3
21,0,27,"[0.45, 0.17, None, 0.43]","[0.69, 0.96, None, 0.54]",0.45,0.54,False,,,,,
21,0,28,"[0.45, 0.05, 0.54, 0.43]","[0.69, 0.67, 0.45, 0.54]",,,True,0.5,0.29,0.27,B2,S2
21,0,29,"[0.45, 0.33, None, 0.43]","[0.69, 0.9, None, 0.54]",0.45,0.54,False,,,,,
21,0,30,"[0.45, 0.15, 0.54, 0.43]","[0.69, 0.77, 0.45, 0.54]",,,True,0.5,0.1,0.22,B2,S2
21,0,31,"[0.45, 0.33, None, 0.43]","[0.69, 0.98, None, 0.54]",0.45,0.54,False,,,,,
21,0,32,"[0.45, 0.27, 0.01, 0.43]","[0.69, 0.83, 0.45, 0.54]",,,True,0.45,0.0,0.13,B0,S2
21,0,33,"[0.43, 0.46, None, 0.43]","[0.69, 1.0, None, 0.54]",0.46,0.54,False,,,,,
21,0,34,"[0.43, 0.24, 0.01, 0.43]","[0.69, 0.6, 0.46, 0.54]",,,True,0.46,0.09,0.06,B1,S2
21,0,35,"[0.43, 0.0, None, 0.43]","[0.69, 0.84, None, 0.54]",0.43,0.54,False,,,,,
21,0,36,"[0.43, 0.41, 0.01, 0.43]","[0.69, 0.94, 0.99, 0.54]",0.43,0.54,False,,,,,
21,0,37,"[0.43, 0.28, 0.01, 0.43]","[0.69, 0.6, 0.99, 0.54]",0.43,0.54,False,,,,,
21,0,38,"[0.43, 0.16, 0.01, 0.43]","[0.69, 0.71, 0.99, 0.54]",0.43,0.54,False,,,,,
21,0,39,"[0.43, 0.05, 0.01, 0.43]","[0.69, 0.73, 0.99, 0.54]",0.43,0.54,False,,,,,
21,0,40,"[0.43, 0.04, 0.01, 0.43]","[0.69, 0.53, 0.99, 0.54]",0.43,0.53,False,,,,,
21,0,41,"[0.43, 0.25, 0.01, 0.43]","[0.69, 0.76, 0.99, 0.54]",0.43,0.53,False,,,,,
21,0,42,"[0.43, 0.17, 0.01, 0.43]","[0.69, 0.66, 0.99, 0.54]",0.43,0.53,False,,,,,
21,0,43,"[0.43, 0.03, 0.01, 0.43]","[0.69, 0.56, 0.99, 0.54]",0.43,0.53,False,,,,,
21,0,44,"[0.43, 0.13, 0.01, 0.43]","[0.69, 0.36, 0.99, 0.54]",,,True,0.39,0.04,0.05,B0,S1
21,0,45,"[0.33, 0.37, None, 0.43]","[0.69, 0.76, None, 0.54]",0.43,0.54,False,,,,,
21,0,46,"[0.33, 0.4, 0.01, 0.43]","[0.69, 0.77, 0.99, 0.54]",0.43,0.54,False,,,,,
21,0,47,"[0.33, 0.33, 0.01, 0.43]","[0.69, 0.48, 0.99, 0.54]",0.43,0.48,False,,,,,
21,0,48,"[0.33, 0.31, 0.48, 0.43]","[0.69, 0.69, 0.43, 0.54]",,,True,0.45,0.13,0.02,B2,S2
21,0,49,"[0.33, 0.09, None, 0.43]","[0.69, 0.65, None, 0.54]",0.43,0.54,False,,,,,
22,0,0,"[0.0, 0.53, None, 0.98]","[1.0, 0.73, None, 0.1]",,,True,0.54,0.44,0.44,B3,S3
22,0,1,"[0.1, 0.22, None, 0.86]","[0.9, 0.85, None, 0.1]",,,True,0.48,0.38,0.38,B3,S3
22,0,2,"[0.19, 0.58, None, 0.77]","[0.81, 0.44, None, 0.25]",,,True,0.51,0.26,0.26,B3,S3
22,0,3,"[0.29, 0.44, None, 0.71]","[0.71, 0.33, None, 0.28]",,,True,0.5,0.22,0.22,B3,S3
22,0,4,"[0.38, 0.26, None, 0.71]","[0.62, 0.28, None, 0.3]",,,True,0.5,0.22,0.43,B3,S1
22,0,5,"[0.48, 0.05, None, 0.62]","[0.52, 0.79, None, 0.3]",,,True,0.46,0.16,0.16,B3,S3
22,0,6,"[0.57, 0.18, None, 0.61]","[0.43, 0.73, None, 0.37]",,,True,0.49,0.12,0.12,B3,S3
22,0,7,"[0.67, 0.11, None, 0.46]","[0.33, 0.99, None, 0.52]",,,True,0.5,0.45,0.45,B0,S0
22,0,8,"[0.74, 0.63, None, 0.46]","[0.3, 0.65, None, 0.52]",,,True,0.52,0.41,0.4,B0,S0
22,0,9,"[0.72, 0.54, None, 0.46]","[0.27, 0.52, None, 0.52]",,,True,0.49,0.31,0.31,B0,S0
22,0,10,"[0.79, 0.15, None, 0.46]","[0.24, 0.28, None, 0.52]",,,True,0.51,0.27,0.27,B0,S0
22,0,11,"[0.77, 0.0, None, 0.46]","[0.26, 0.65, None, 0.52]",,,True,0.51,0.25,0.25,B0,S0
22,0,12,"[0.61, 0.52, None, 0.46]","[0.34, 0.98, None, 0.52]",,,True,0.47,0.13,0.13,B0,S0
22,0,13,"[0.45, 0.41, None, 0.46]","[0.39, 0.91, None, 0.52]",,,True,0.42,0.04,0.04,B3,S0
22,0,14,"[0.45, 0.49, None, 0.43]","[0.41, 0.78, None, 0.52]",,,True,0.45,0.2,0.04,B1,S0
22,0,15,"[0.45, 0.38, None, 0.43]","[0.45, 0.97, None, 0.52]",0.45,0.45,False,,,,,
22,0,16,"[0.45, 0.47, 0.45, 0.43]","[0.45, 0.77, 0.45, 0.52]",,,True,0.46,0.18,0.31,B1,S2
22,0,17,"[0.45, 0.28, None, 0.43]","[0.45, 0.7, None, 0.52]",0.45,0.45,False,,,,,
22,0,18,"[0.45, 0.49, 0.45, 0.43]","[0.45, 0.68, 0.45, 0.52]",,,True,0.47,0.12,0.3,B1,S2
22,0,19,"[0.45, 0.29, None, 0.43]","[0.45, 0.87, None, 0.52]",0.45,0.45,False,,,,,
22,0,20,"[0.45, 0.34, 0.45, 0.43]","[0.45, 0.49, 0.45, 0.52]",,,True,0.45,0.48,0.23,B2,S2
22,0,21,"[0.45, 0.29, None, 0.43]","[0.45, 0.69, None, 0.52]",0.45,0.45,False,,,,,
22,0,22,"[0.45, 0.53, 0.45, 0.43]","[0.45, 0.71, 0.45, 0.52]",,,True,0.49,0.08,0.26,B1,S2
22,0,23,"[0.45, 0.14, None, 0.43]","[0.45, 0.47, None, 0.52]",0.45,0.45,False,,,,,
22,0,24,"[0.45, 0.04, 0.45, 0.43]","[0.45, 0.31, 0.45, 0.52]",,,True,0.38,0.53,0.1,B2,S1
22,0,25,"[0.45, 0.51, None, 0.43]","[0.45, 0.65, None, 0.52]",,,True,0.48,0.09,0.03,B1,S0
22,0,26,"[0.45, 0.47, None, 0.43]","[0.69, 0.92, None, 0.52]",0.47,0.52,False,,,,,
22,0,27,"[0.45, 0.27, 0.52, 0.43]","[0.69, 0.38, 0.47, 0.52]",,,True,0.45,0.45,0.16,B2,S1
22,0,28,"[0.45, 0.21, None, 0.43]","[0.69, 0.63, None, 0.52]",0.45,0.52,False,,,,,
22,0,29,"[0.45, 0.17, 0.52, 0.43]","[0.69, 0.69, 0.45, 0.52]",,,True,0.48,0.31,0.2,B2,S2
22,0,30,"[0.45, 0.22, None, 0.43]","[0.69, 0.74, None, 0.52]",0.45,0.52,False,,,,,
22,0,31,"[0.45, 0.2, 0.52, 0.43]","[0.69, 0.59, 0.45, 0.52]",,,True,0.48,0.11,0.16,B2,S2
22,0,32,"[0.45, 0.29, None, 0.43]","[0.69, 0.62, None, 0.52]",0.45,0.52,False,,,,,
22,0,33,"[0.45, 0.03, 0.52, 0.43]","[0.69, 0.93, 0.99, 0.52]",,,True,0.52,0.07,0.0,B2,S3
22,0,34,"[0.45, 0.2, None, 0.43]","[0.69, 0.62, None, 0.52]",0.45,0.52,False,,,,,
22,0,35,"[0.45, 0.27, 0.01, 0.43]","[0.69, 0.55, 0.99, 0.52]",0.45,0.52,False,,,,,
22,0,36,"[0.45, 0.1, 0.01, 0.43]","[0.69, 0.97, 0.99, 0.52]",0.45,0.52,False,,,,,
22,0,37,"[0.45, 0.37, 0.01, 0.43]","[0.69, 0.69, 0.99, 0.52]",0.45,0.52,False,,,,,
22,0,38,"[0.45, 0.13, 0.01, 0.43]","[0.69, 0.58, 0.99, 0.52]",0.45,0.52,False,,,,,
22,0,39,"[0.45, 0.29, 0.01, 0.43]","[0.69, 0.85, 0.99, 0.52]",0.45,0.52,False,,,,,
22,0,40,"[0.45, 0.06, 0.01, 0.43]","[0.69, 0.45, 0.99, 0.52]",0.45,0.45,False,,,,,
