r,p,st,bids,asks,cbid,cask,trade,price,bprofit,sprofit,bind,sind
138,0,26,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.97, 0.42, 0.66]",,,True,0.42,0.02,0.16,B1,S2
138,0,27,"[0.24, 0.41, None, 0.35]","[0.49, 0.96, None, 0.66]",0.41,0.49,False,,,,,
138,0,28,"[0.24, 0.26, 0.01, 0.35]","[0.49, 0.78, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,29,"[0.24, 0.31, 0.01, 0.35]","[0.49, 0.49, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,30,"[0.24, 0.28, 0.01, 0.35]","[0.49, 0.66, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,31,"[0.24, 0.19, 0.01, 0.35]","[0.49, 0.66, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,32,"[0.24, 0.14, 0.01, 0.35]","[0.49, 0.76, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,33,"[0.24, 0.17, 0.01, 0.35]","[0.49, 0.94, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,34,"[0.24, 0.38, 0.01, 0.35]","[0.49, 0.7, 0.99, 0.66]",0.41,0.49,False,,,,,
138,0,35,"[0.24, 0.31, 0.01, 0.35]","[0.49, 0.42, 0.99, 0.66]",,,True,0.42,0.02,0.03,B1,S1
138,0,36,"[0.24, 0.04, None, 0.35]","[0.49, 0.59, None, 0.66]",0.35,0.49,False,,,,,
138,0,37,"[0.24, 0.21, 0.01, 0.35]","[0.49, 0.84, 0.99, 0.66]",0.35,0.49,False,,,,,
138,0,38,"[0.24, 0.15, 0.01, 0.35]","[0.49, 0.68, 0.99, 0.66]",0.35,0.49,False,,,,,
138,0,39,"[0.24, 0.08, 0.01, 0.35]","[0.49, 1.0, 0.99, 0.66]",0.35,0.49,False,,,,,
138,0,40,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.57, 0.99, 0.66]",0.35,0.49,False,,,,,
138,0,41,"[0.24, 0.37, 0.01, 0.35]","[0.49, 0.63, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,42,"[0.24, 0.08, 0.01, 0.35]","[0.49, 0.5, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,43,"[0.24, 0.0, 0.01, 0.35]","[0.49, 0.71, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,44,"[0.24, 0.34, 0.01, 0.35]","[0.49, 0.75, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,45,"[0.24, 0.06, 0.01, 0.35]","[0.49, 0.82, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,46,"[0.24, 0.32, 0.01, 0.35]","[0.49, 0.77, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,47,"[0.24, 0.17, 0.01, 0.35]","[0.49, 0.51, 0.99, 0.66]",0.37,0.49,False,,,,,
138,0,48,"[0.24, 0.12, 0.49, 0.35]","[0.49, 0.89, 0.37, 0.66]",,,True,0.43,0.06,0.1,B2,S2
138,0,49,"[0.24, 0.25, None, 0.35]","[0.49, 0.98, None, 0.66]",0.35,0.49,False,,,,,
139,0,0,"[0.0, 0.19, None, 0.95]","[1.0, 0.38, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
139,0,1,"[0.09, 0.11, None, 0.91]","[0.9, 0.05, None, 0.08]",,,True,0.48,0.43,0.48,B3,S1
139,0,2,"[0.19, 0.51, None, 0.87]","[0.8, 0.29, None, 0.08]",,,True,0.47,0.39,0.39,B3,S3
139,0,3,"[0.28, 0.29, None, 0.66]","[0.7, 0.4, None, 0.26]",,,True,0.46,0.2,0.2,B3,S3
139,0,4,"[0.38, 0.69, None, 0.35]","[0.6, 0.11, None, 0.3]",,,True,0.4,0.45,0.35,B1,S1
139,0,5,"[0.47, 0.53, None, 0.35]","[0.5, 0.6, None, 0.3]",,,True,0.41,0.43,0.11,B1,S3
139,0,6,"[0.57, 0.63, None, 0.35]","[0.4, 0.46, None, 0.38]",,,True,0.5,0.19,0.12,B1,S3
139,0,7,"[0.66, 0.35, None, 0.35]","[0.3, 0.2, None, 0.41]",,,True,0.43,0.51,0.32,B0,S1
139,0,8,"[0.72, 0.15, None, 0.35]","[0.2, 0.81, None, 0.41]",,,True,0.46,0.44,0.46,B0,S0
139,0,9,"[0.59, 0.27, None, 0.35]","[0.42, 0.13, None, 0.41]",,,True,0.36,0.29,0.23,B0,S1
139,0,10,"[0.63, 0.49, None, 0.35]","[0.36, 0.95, None, 0.41]",,,True,0.5,0.14,0.14,B0,S0
139,0,11,"[0.38, 0.47, None, 0.35]","[0.44, 0.77, None, 0.41]",,,True,0.44,0.07,0.03,B1,S3
139,0,12,"[0.38, 0.1, None, 0.35]","[0.44, 0.2, None, 0.46]",,,True,0.29,0.09,0.14,B0,S1
139,0,13,"[0.24, 0.17, None, 0.35]","[0.44, 0.56, None, 0.46]",0.35,0.44,False,,,,,
139,0,14,"[0.24, 0.3, 0.44, 0.35]","[0.44, 0.72, 0.35, 0.46]",,,True,0.4,0.45,0.39,B2,S2
139,0,15,"[0.24, 0.42, None, 0.35]","[0.44, 0.89, None, 0.46]",0.42,0.44,False,,,,,
139,0,16,"[0.24, 0.21, 0.44, 0.35]","[0.44, 0.23, 0.42, 0.46]",,,True,0.34,0.48,0.15,B2,S1
139,0,17,"[0.24, 0.45, None, 0.35]","[0.44, 0.47, None, 0.46]",,,True,0.45,0.02,0.0,B1,S0
139,0,18,"[0.24, 0.31, None, 0.35]","[0.49, 0.84, None, 0.46]",0.35,0.46,False,,,,,
139,0,19,"[0.24, 0.06, 0.46, 0.35]","[0.49, 0.59, 0.35, 0.46]",,,True,0.4,0.33,0.28,B2,S2
139,0,20,"[0.24, 0.02, None, 0.35]","[0.49, 0.85, None, 0.46]",0.35,0.46,False,,,,,
139,0,21,"[0.24, 0.2, 0.46, 0.35]","[0.49, 0.54, 0.99, 0.46]",,,True,0.46,0.22,0.0,B2,S3
139,0,22,"[0.24, 0.38, None, 0.35]","[0.49, 0.43, None, 0.66]",0.38,0.43,False,,,,,
139,0,23,"[0.24, 0.2, 0.01, 0.35]","[0.49, 0.66, 0.38, 0.66]",,,True,0.38,0.06,0.12,B1,S2
139,0,24,"[0.24, 0.07, None, 0.35]","[0.49, 0.87, None, 0.66]",0.35,0.49,False,,,,,
139,0,25,"[0.24, 0.36, 0.01, 0.35]","[0.49, 0.89, 0.99, 0.66]",0.36,0.49,False,,,,,
139,0,26,"[0.24, 0.17, 0.01, 0.35]","[0.49, 0.44, 0.99, 0.66]",0.36,0.44,False,,,,,
139,0,27,"[0.24, 0.42, 0.01, 0.35]","[0.49, 0.87, 0.99, 0.66]",0.42,0.44,False,,,,,
139,0,28,"[0.24, 0.42, 0.01, 0.35]","[0.49, 0.77, 0.99, 0.66]",0.42,0.44,False,,,,,
139,0,29,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.76, 0.99, 0.66]",0.42,0.44,False,,,,,
139,0,30,"[0.24, 0.29, 0.01, 0.35]","[0.49, 0.41, 0.99, 0.66]",,,True,0.41,0.02,0.03,B1,S1
139,0,31,"[0.24, 0.21, None, 0.35]","[0.49, 0.56, None, 0.66]",0.35,0.49,False,,,,,
139,0,32,"[0.24, 0.22, 0.01, 0.35]","[0.49, 0.62, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,33,"[0.24, 0.27, 0.01, 0.35]","[0.49, 0.83, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,34,"[0.24, 0.1, 0.01, 0.35]","[0.49, 0.6, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,35,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.83, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,36,"[0.24, 0.34, 0.01, 0.35]","[0.49, 0.56, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,37,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.67, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,38,"[0.24, 0.05, 0.01, 0.35]","[0.49, 0.58, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,39,"[0.24, 0.12, 0.01, 0.35]","[0.49, 0.75, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,40,"[0.24, 0.25, 0.01, 0.35]","[0.49, 0.78, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,41,"[0.24, 0.01, 0.01, 0.35]","[0.49, 0.98, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,42,"[0.24, 0.06, 0.01, 0.35]","[0.49, 0.75, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,43,"[0.24, 0.29, 0.01, 0.35]","[0.49, 0.73, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,44,"[0.24, 0.08, 0.01, 0.35]","[0.49, 0.71, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,45,"[0.24, 0.06, 0.01, 0.35]","[0.49, 0.82, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,46,"[0.24, 0.17, 0.01, 0.35]","[0.49, 0.83, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,47,"[0.24, 0.08, 0.01, 0.35]","[0.49, 0.92, 0.99, 0.66]",0.35,0.49,False,,,,,
139,0,48,"[0.24, 0.23, 0.49, 0.35]","[0.49, 0.82, 0.35, 0.66]",,,True,0.42,0.07,0.09,B2,S2
139,0,49,"[0.24, 0.05, None, 0.35]","[0.49, 0.99, None, 0.66]",0.35,0.49,False,,,,,
140,0,0,"[0.0, 0.37, None, 0.95]","[1.0, 0.4, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
140,0,1,"[0.09, 0.5, None, 0.91]","[0.9, 0.93, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
140,0,2,"[0.19, 0.62, None, 0.87]","[0.8, 0.15, None, 0.26]",,,True,0.51,0.36,0.5,B3,S1
140,0,3,"[0.28, 0.25, None, 0.66]","[0.7, 0.87, None, 0.26]",,,True,0.46,0.2,0.2,B3,S3
140,0,4,"[0.38, 0.76, None, 0.35]","[0.6, 0.17, None, 0.3]",,,True,0.47,0.38,0.42,B1,S1
140,0,5,"[0.47, 0.65, None, 0.35]","[0.5, 0.53, None, 0.3]",,,True,0.47,0.37,0.17,B1,S3
140,0,6,"[0.57, 0.19, None, 0.35]","[0.4, 0.83, None, 0.38]",,,True,0.47,0.47,0.09,B0,S3
140,0,7,"[0.63, 0.42, None, 0.35]","[0.3, 0.11, None, 0.41]",,,True,0.37,0.52,0.26,B0,S1
140,0,8,"[0.52, 0.38, None, 0.35]","[0.2, 0.5, None, 0.41]",,,True,0.36,0.29,0.36,B0,S0
140,0,9,"[0.57, 0.3, None, 0.35]","[0.42, 0.45, None, 0.41]",,,True,0.49,0.14,0.08,B0,S3
140,0,10,"[0.38, 0.24, None, 0.35]","[0.36, 0.15, None, 0.46]",,,True,0.27,0.11,0.14,B0,S1
140,0,11,"[0.24, 0.17, None, 0.35]","[0.36, 0.48, None, 0.46]",0.35,0.36,False,,,,,
140,0,12,"[0.24, 0.41, 0.36, 0.35]","[0.36, 0.31, 0.35, 0.46]",,,True,0.36,0.34,0.21,B1,S1
140,0,13,"[0.24, 0.32, None, 0.35]","[0.36, 0.82, None, 0.46]",0.35,0.36,False,,,,,
140,0,14,"[0.24, 0.28, 0.36, 0.35]","[0.36, 0.36, 0.35, 0.46]",,,True,0.35,0.5,0.35,B2,S2
140,0,15,"[0.24, 0.33, None, 0.35]","[0.36, 0.27, None, 0.46]",,,True,0.31,0.04,0.13,B3,S1
140,0,16,"[0.24, 0.05, None, 0.21]","[0.36, 0.67, None, 0.46]",0.24,0.36,False,,,,,
140,0,17,"[0.24, 0.2, 0.36, 0.21]","[0.36, 0.65, 0.24, 0.46]",,,True,0.3,0.52,0.18,B2,S2
140,0,18,"[0.24, 0.43, None, 0.21]","[0.36, 0.7, None, 0.46]",,,True,0.39,0.11,0.04,B1,S0
140,0,19,"[0.24, 0.14, None, 0.21]","[0.44, 0.97, None, 0.46]",0.24,0.44,False,,,,,
140,0,20,"[0.24, 0.27, 0.44, 0.21]","[0.44, 0.42, 0.99, 0.46]",,,True,0.43,0.3,0.04,B2,S1
140,0,21,"[0.24, 0.11, None, 0.21]","[0.44, 0.61, None, 0.46]",0.24,0.44,False,,,,,
140,0,22,"[0.24, 0.01, 0.44, 0.21]","[0.44, 0.9, 0.99, 0.46]",,,True,0.44,0.24,0.0,B2,S0
140,0,23,"[0.24, 0.34, None, 0.21]","[0.49, 0.97, None, 0.46]",0.34,0.46,False,,,,,
140,0,24,"[0.24, 0.4, 0.01, 0.21]","[0.49, 0.51, 0.99, 0.46]",0.4,0.46,False,,,,,
140,0,25,"[0.24, 0.21, 0.01, 0.21]","[0.49, 0.75, 0.4, 0.46]",,,True,0.4,0.07,0.14,B1,S2
140,0,26,"[0.24, 0.36, None, 0.21]","[0.49, 0.81, None, 0.46]",0.36,0.46,False,,,,,
140,0,27,"[0.24, 0.08, 0.01, 0.21]","[0.49, 0.82, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,28,"[0.24, 0.3, 0.01, 0.21]","[0.49, 0.56, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,29,"[0.24, 0.09, 0.01, 0.21]","[0.49, 0.51, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,30,"[0.24, 0.34, 0.01, 0.21]","[0.49, 0.56, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,31,"[0.24, 0.31, 0.01, 0.21]","[0.49, 0.81, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,32,"[0.24, 0.27, 0.01, 0.21]","[0.49, 0.97, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,33,"[0.24, 0.11, 0.01, 0.21]","[0.49, 0.81, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,34,"[0.24, 0.32, 0.01, 0.21]","[0.49, 0.82, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,35,"[0.24, 0.12, 0.01, 0.21]","[0.49, 0.95, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,36,"[0.24, 0.02, 0.01, 0.21]","[0.49, 0.57, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,37,"[0.24, 0.17, 0.01, 0.21]","[0.49, 0.72, 0.99, 0.46]",0.36,0.46,False,,,,,
140,0,38,"[0.24, 0.44, 0.01, 0.21]","[0.49, 0.77, 0.99, 0.46]",0.44,0.46,False,,,,,
140,0,39,"[0.24, 0.12, 0.01, 0.21]","[0.49, 0.5, 0.44, 0.46]",,,True,0.44,0.0,0.11,B1,S2
140,0,40,"[0.24, 0.29, None, 0.21]","[0.49, 0.57, None, 0.46]",0.29,0.46,False,,,,,
140,0,41,"[0.24, 0.32, 0.01, 0.21]","[0.49, 0.48, 0.99, 0.46]",0.32,0.46,False,,,,,
140,0,42,"[0.24, 0.39, 0.01, 0.21]","[0.49, 0.82, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,43,"[0.24, 0.35, 0.01, 0.21]","[0.49, 0.61, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,44,"[0.24, 0.26, 0.01, 0.21]","[0.49, 0.92, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,45,"[0.24, 0.13, 0.01, 0.21]","[0.49, 0.87, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,46,"[0.24, 0.04, 0.01, 0.21]","[0.49, 0.83, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,47,"[0.24, 0.38, 0.01, 0.21]","[0.49, 0.73, 0.99, 0.46]",0.39,0.46,False,,,,,
140,0,48,"[0.24, 0.37, 0.46, 0.21]","[0.49, 0.56, 0.39, 0.46]",,,True,0.42,0.07,0.06,B2,S2
140,0,49,"[0.24, 0.26, None, 0.21]","[0.49, 0.77, None, 0.46]",0.26,0.46,False,,,,,
141,0,0,"[0.0, 0.83, None, 0.95]","[1.0, 0.43, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
141,0,1,"[0.09, 0.85, None, 0.91]","[0.9, 0.17, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
141,0,2,"[0.19, 0.41, None, 0.87]","[0.8, 0.86, None, 0.26]",,,True,0.56,0.3,0.3,B3,S3
141,0,3,"[0.28, 0.4, None, 0.66]","[0.7, 0.51, None, 0.3]",,,True,0.48,0.18,0.18,B3,S3
141,0,4,"[0.38, 0.78, None, 0.35]","[0.6, 0.72, None, 0.38]",,,True,0.58,0.27,0.2,B1,S3
141,0,5,"[0.47, 0.3, None, 0.35]","[0.5, 0.55, None, 0.41]",,,True,0.44,0.5,0.03,B0,S3
141,0,6,"[0.54, 0.49, None, 0.35]","[0.4, 0.93, None, 0.46]",,,True,0.47,0.43,0.47,B0,S0
141,0,7,"[0.46, 0.51, None, 0.35]","[0.55, 0.03, None, 0.46]",,,True,0.27,0.57,0.26,B1,S1
141,0,8,"[0.52, 0.04, None, 0.35]","[0.49, 0.25, None, 0.46]",,,True,0.38,0.27,0.33,B0,S1
141,0,9,"[0.57, 0.25, None, 0.35]","[0.42, 0.43, None, 0.46]",,,True,0.5,0.14,0.14,B0,S0
141,0,10,"[0.38, 0.14, None, 0.35]","[0.44, 0.95, None, 0.46]",0.38,0.44,False,,,,,
141,0,11,"[0.38, 0.24, 0.44, 0.35]","[0.44, 0.42, 0.38, 0.46]",,,True,0.41,0.44,0.41,B2,S2
141,0,12,"[0.38, 0.09, None, 0.35]","[0.44, 0.93, None, 0.46]",0.38,0.44,False,,,,,
141,0,13,"[0.38, 0.55, 0.44, 0.35]","[0.44, 0.56, 0.38, 0.46]",,,True,0.46,0.23,0.34,B1,S2
141,0,14,"[0.38, 0.26, None, 0.35]","[0.44, 0.17, None, 0.46]",,,True,0.28,0.1,0.17,B0,S1
141,0,15,"[0.24, 0.07, None, 0.35]","[0.44, 0.95, None, 0.46]",0.35,0.44,False,,,,,
141,0,16,"[0.24, 0.41, 0.44, 0.35]","[0.44, 0.21, 0.99, 0.46]",,,True,0.33,0.49,0.2,B2,S1
141,0,17,"[0.24, 0.36, None, 0.35]","[0.44, 0.58, None, 0.46]",0.36,0.44,False,,,,,
141,0,18,"[0.24, 0.26, 0.44, 0.35]","[0.44, 0.2, 0.36, 0.46]",,,True,0.32,0.41,0.17,B2,S1
141,0,19,"[0.24, 0.03, None, 0.35]","[0.44, 0.36, None, 0.46]",0.35,0.36,False,,,,,
141,0,20,"[0.24, 0.31, 0.36, 0.35]","[0.44, 0.19, 0.99, 0.46]",,,True,0.27,0.41,0.09,B2,S1
141,0,21,"[0.24, 0.51, None, 0.35]","[0.44, 0.61, None, 0.46]",,,True,0.47,0.03,0.03,B1,S0
141,0,22,"[0.24, 0.19, None, 0.35]","[0.49, 0.39, None, 0.46]",0.35,0.39,False,,,,,
141,0,23,"[0.24, 0.24, 0.39, 0.35]","[0.49, 0.43, 0.99, 0.46]",,,True,0.39,0.1,0.01,B2,S1
141,0,24,"[0.24, 0.11, None, 0.35]","[0.49, 0.84, None, 0.46]",0.35,0.46,False,,,,,
141,0,25,"[0.24, 0.43, 0.01, 0.35]","[0.49, 0.97, 0.99, 0.46]",0.43,0.46,False,,,,,
141,0,26,"[0.24, 0.3, 0.01, 0.35]","[0.49, 0.51, 0.43, 0.46]",,,True,0.43,0.04,0.17,B1,S2
141,0,27,"[0.24, 0.3, None, 0.35]","[0.49, 0.55, None, 0.46]",0.35,0.46,False,,,,,
141,0,28,"[0.24, 0.18, 0.01, 0.35]","[0.49, 0.77, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,29,"[0.24, 0.33, 0.01, 0.35]","[0.49, 0.79, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,30,"[0.24, 0.04, 0.01, 0.35]","[0.49, 0.52, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,31,"[0.24, 0.05, 0.01, 0.35]","[0.49, 0.82, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,32,"[0.24, 0.25, 0.01, 0.35]","[0.49, 0.75, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,33,"[0.24, 0.07, 0.01, 0.35]","[0.49, 0.89, 0.99, 0.46]",0.35,0.46,False,,,,,
141,0,34,"[0.24, 0.4, 0.01, 0.35]","[0.49, 0.53, 0.99, 0.46]",0.4,0.46,False,,,,,
141,0,35,"[0.24, 0.25, 0.01, 0.35]","[0.49, 0.69, 0.99, 0.46]",0.4,0.46,False,,,,,
141,0,36,"[0.24, 0.36, 0.01, 0.35]","[0.49, 0.99, 0.99, 0.46]",0.4,0.46,False,,,,,
141,0,37,"[0.24, 0.05, 0.01, 0.35]","[0.49, 0.71, 0.99, 0.46]",0.4,0.46,False,,,,,
141,0,38,"[0.24, 0.05, 0.01, 0.35]","[0.49, 0.99, 0.99, 0.46]",0.4,0.46,False,,,,,
141,0,39,"[0.24, 0.41, 0.01, 0.35]","[0.49, 0.68, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,40,"[0.24, 0.25, 0.01, 0.35]","[0.49, 0.84, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,41,"[0.24, 0.07, 0.01, 0.35]","[0.49, 0.9, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,42,"[0.24, 0.08, 0.01, 0.35]","[0.49, 0.83, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,43,"[0.24, 0.41, 0.01, 0.35]","[0.49, 0.73, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,44,"[0.24, 0.33, 0.01, 0.35]","[0.49, 0.95, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,45,"[0.24, 0.03, 0.01, 0.35]","[0.49, 0.64, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,46,"[0.24, 0.38, 0.01, 0.35]","[0.49, 0.83, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,47,"[0.24, 0.28, 0.01, 0.35]","[0.49, 0.69, 0.99, 0.46]",0.41,0.46,False,,,,,
141,0,48,"[0.24, 0.42, 0.46, 0.35]","[0.49, 0.68, 0.41, 0.46]",,,True,0.43,0.03,0.1,B2,S2
141,0,49,"[0.24, 0.1, None, 0.35]","[0.49, 0.78, None, 0.46]",0.35,0.46,False,,,,,
142,0,0,"[0.0, 0.29, None, 0.95]","[1.0, 0.49, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
142,0,1,"[0.09, 0.16, None, 0.91]","[0.9, 0.13, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
142,0,2,"[0.19, 0.78, None, 0.87]","[0.8, 0.11, None, 0.26]",,,True,0.49,0.38,0.48,B3,S1
142,0,3,"[0.28, 0.36, None, 0.66]","[0.7, 0.2, None, 0.26]",,,True,0.43,0.23,0.38,B3,S1
142,0,4,"[0.38, 0.05, None, 0.35]","[0.6, 0.76, None, 0.26]",,,True,0.32,0.62,0.06,B0,S3
142,0,5,"[0.45, 0.19, None, 0.35]","[0.5, 0.38, None, 0.3]",,,True,0.37,0.52,0.07,B0,S3
142,0,6,"[0.39, 0.76, None, 0.35]","[0.4, 0.23, None, 0.38]",,,True,0.49,0.36,0.38,B1,S1
142,0,7,"[0.46, 0.79, None, 0.35]","[0.3, 0.69, None, 0.38]",,,True,0.55,0.29,0.55,B1,S0
142,0,8,"[0.52, 0.6, None, 0.35]","[0.49, 0.68, None, 0.38]",,,True,0.49,0.21,0.11,B1,S3
142,0,9,"[0.59, 0.49, None, 0.35]","[0.42, 0.71, None, 0.41]",,,True,0.5,0.15,0.09,B0,S3
142,0,10,"[0.63, 0.5, None, 0.35]","[0.36, 0.83, None, 0.46]",,,True,0.5,0.14,0.14,B0,S0
142,0,11,"[0.38, 0.34, None, 0.35]","[0.44, 0.77, None, 0.46]",0.38,0.44,False,,,,,
142,0,12,"[0.38, 0.06, 0.44, 0.35]","[0.44, 0.81, 0.38, 0.46]",,,True,0.41,0.44,0.41,B2,S2
142,0,13,"[0.38, 0.04, None, 0.35]","[0.44, 0.61, None, 0.46]",0.38,0.44,False,,,,,
142,0,14,"[0.38, 0.3, 0.44, 0.35]","[0.44, 0.46, 0.38, 0.46]",,,True,0.41,0.4,0.29,B2,S2
142,0,15,"[0.38, 0.04, None, 0.35]","[0.44, 0.74, None, 0.46]",0.38,0.44,False,,,,,
142,0,16,"[0.38, 0.15, 0.44, 0.35]","[0.44, 0.78, 0.38, 0.46]",,,True,0.41,0.32,0.15,B2,S2
142,0,17,"[0.38, 0.29, None, 0.35]","[0.44, 0.27, None, 0.46]",,,True,0.32,0.05,0.2,B0,S1
142,0,18,"[0.24, 0.47, None, 0.35]","[0.44, 0.99, None, 0.46]",,,True,0.46,0.05,0.01,B1,S0
142,0,19,"[0.24, 0.12, None, 0.35]","[0.49, 0.83, None, 0.46]",0.35,0.46,False,,,,,
142,0,20,"[0.24, 0.44, 0.46, 0.35]","[0.49, 0.22, 0.99, 0.46]",,,True,0.34,0.34,0.19,B2,S1
142,0,21,"[0.24, 0.2, None, 0.35]","[0.49, 0.47, None, 0.46]",0.35,0.46,False,,,,,
142,0,22,"[0.24, 0.16, 0.01, 0.35]","[0.49, 0.34, 0.99, 0.46]",,,True,0.34,0.01,0.16,B3,S1
142,0,23,"[0.24, 0.04, None, 0.21]","[0.49, 0.39, None, 0.46]",0.24,0.39,False,,,,,
142,0,24,"[0.24, 0.16, 0.39, 0.21]","[0.49, 0.79, 0.99, 0.46]",,,True,0.39,0.11,0.0,B2,S1
142,0,25,"[0.24, 0.35, None, 0.21]","[0.49, 0.91, None, 0.46]",0.35,0.46,False,,,,,
142,0,26,"[0.24, 0.15, 0.01, 0.21]","[0.49, 0.76, 0.99, 0.46]",0.35,0.46,False,,,,,
142,0,27,"[0.24, 0.3, 0.01, 0.21]","[0.49, 0.95, 0.99, 0.46]",0.35,0.46,False,,,,,
142,0,28,"[0.24, 0.08, 0.01, 0.21]","[0.49, 0.82, 0.99, 0.46]",0.35,0.46,False,,,,,
142,0,29,"[0.24, 0.02, 0.01, 0.21]","[0.49, 0.58, 0.99, 0.46]",0.35,0.46,False,,,,,
142,0,30,"[0.24, 0.35, 0.01, 0.21]","[0.49, 0.96, 0.99, 0.46]",0.35,0.46,False,,,,,
142,0,31,"[0.24, 0.4, 0.01, 0.21]","[0.49, 0.86, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,32,"[0.24, 0.2, 0.01, 0.21]","[0.49, 0.6, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,33,"[0.24, 0.13, 0.01, 0.21]","[0.49, 0.87, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,34,"[0.24, 0.1, 0.01, 0.21]","[0.49, 0.63, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,35,"[0.24, 0.32, 0.01, 0.21]","[0.49, 0.55, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,36,"[0.24, 0.12, 0.01, 0.21]","[0.49, 0.57, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,37,"[0.24, 0.03, 0.01, 0.21]","[0.49, 0.87, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,38,"[0.24, 0.18, 0.01, 0.21]","[0.49, 0.95, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,39,"[0.24, 0.35, 0.01, 0.21]","[0.49, 0.94, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,40,"[0.24, 0.13, 0.01, 0.21]","[0.49, 0.94, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,41,"[0.24, 0.36, 0.01, 0.21]","[0.49, 0.89, 0.99, 0.46]",0.4,0.46,False,,,,,
142,0,42,"[0.24, 0.12, 0.01, 0.21]","[0.49, 0.81, 0.99, 0.46]",0.4,0.46,False,,,,,
